D_number,date_UTC,Latitude,Longitude
298,2023-04-24 07:18:51,54.4984,10.16615
298,2023-04-24 07:23:54,54.49933,10.16634
298,2023-04-24 08:03:50,54.51008,10.19727
298,2023-04-24 08:28:52,54.5117,10.2004
298,2023-04-24 08:38:50,54.51213,10.20042
298,2023-04-24 08:48:51,54.51213,10.20038
298,2023-04-24 08:53:51,54.51218,10.20091
298,2023-04-24 09:08:59,54.51229,10.20261
298,2023-04-24 09:13:54,54.51226,10.20321
298,2023-04-24 09:33:55,54.51214,10.20561
298,2023-04-24 09:38:51,54.51189,10.20619
298,2023-04-24 09:48:50,54.51179,10.20761
298,2023-04-24 09:53:52,54.51163,10.20834
298,2023-04-24 09:58:52,54.51153,10.20907
298,2023-04-24 10:28:51,54.51082,10.21342
298,2023-04-24 10:33:47,54.51068,10.21409
298,2023-04-24 10:38:48,54.51052,10.21478
298,2023-04-24 10:48:42,54.51021,10.21608
298,2023-04-24 10:53:43,54.51003,10.21673
298,2023-04-24 10:58:43,54.50985,10.21739
298,2023-04-24 11:18:43,54.50916,10.21956
298,2023-04-24 11:23:41,54.50899,10.22014
298,2023-04-24 11:33:40,54.5087,10.22119
298,2023-04-24 11:48:41,54.50808,10.22314
298,2023-04-24 11:58:41,54.50769,10.22452
298,2023-04-24 12:03:53,54.50744,10.22516
298,2023-04-24 12:09:52,54.50721,10.22593
298,2023-04-24 12:18:43,54.50693,10.22722
298,2023-04-24 12:23:51,54.50674,10.22786
298,2023-04-24 12:43:47,54.50617,10.2308
298,2023-04-24 13:03:43,54.50554,10.23396
298,2023-04-24 13:23:42,54.50492,10.2372
298,2023-04-24 13:58:44,54.50371,10.24284
298,2023-04-24 14:28:37,54.50264,10.24733
298,2023-04-24 14:48:38,54.50198,10.25054
298,2023-04-24 14:53:32,54.50178,10.25138
298,2023-04-24 14:58:33,54.50164,10.25215
298,2023-04-24 15:03:34,54.50142,10.2529
298,2023-04-24 15:23:34,54.50094,10.2561
298,2023-04-24 15:28:28,54.50081,10.25687
298,2023-04-24 15:33:31,54.50061,10.25769
298,2023-04-24 15:38:26,54.5004,10.2585
298,2023-04-24 15:48:24,54.50006,10.26003
298,2023-04-24 15:58:26,54.49959,10.26159
298,2023-04-24 16:08:28,54.49913,10.26316
298,2023-04-24 16:13:29,54.499,10.26402
298,2023-04-24 16:28:25,54.49844,10.26653
298,2023-04-24 16:38:20,54.49802,10.26818
298,2023-04-24 16:43:20,54.49776,10.26913
298,2023-04-24 17:03:15,54.49679,10.27308
298,2023-04-24 17:13:20,54.49623,10.27509
298,2023-04-24 17:28:18,54.49535,10.27825
298,2023-04-24 17:33:21,54.49503,10.27932
298,2023-04-24 17:38:28,54.49475,10.28056
298,2023-04-24 17:48:23,54.49425,10.28288
298,2023-04-24 17:53:22,54.49393,10.28404
298,2023-04-24 17:58:21,54.49385,10.28516
298,2023-04-24 18:03:19,54.49364,10.28642
298,2023-04-24 18:18:24,54.49279,10.29009
298,2023-04-24 18:28:16,54.49218,10.29262
298,2023-04-24 18:33:16,54.49199,10.29387
298,2023-04-24 18:38:18,54.49167,10.29505
298,2023-04-24 18:43:15,54.49137,10.29618
298,2023-04-24 19:03:17,54.49017,10.30084
298,2023-04-24 19:13:23,54.4896,10.30361
298,2023-04-24 19:18:18,54.48924,10.30466
298,2023-04-24 19:23:17,54.48902,10.30606
298,2023-04-24 19:33:16,54.48843,10.30885
298,2023-04-24 19:53:36,54.48726,10.31415
298,2023-04-24 19:58:33,54.48701,10.31556
298,2023-04-24 20:08:22,54.48646,10.31837
298,2023-04-24 20:23:25,54.48544,10.3229
298,2023-04-24 20:34:59,54.48459,10.3264
298,2023-04-24 20:43:21,54.48396,10.3291
298,2023-04-24 20:48:33,54.48358,10.33075
298,2023-04-24 20:53:26,54.4832,10.33243
298,2023-04-24 21:23:28,54.48058,10.3429
298,2023-04-24 21:28:25,54.48009,10.34476
298,2023-04-24 21:58:23,54.47689,10.35618
298,2023-04-24 22:08:22,54.47588,10.36002
298,2023-04-24 22:18:22,54.47503,10.3639
298,2023-04-24 22:23:23,54.47465,10.3659
298,2023-04-24 22:38:22,54.47345,10.37232
298,2023-04-24 22:43:25,54.47308,10.37401
298,2023-04-24 22:53:25,54.47234,10.37796
298,2023-04-24 23:03:28,54.47155,10.38178
298,2023-04-24 23:18:35,54.4704,10.38749
298,2023-04-24 23:23:32,54.47007,10.38944
298,2023-04-24 23:28:31,54.46982,10.39141
298,2023-04-24 23:43:37,54.46877,10.39708
298,2023-04-24 23:48:35,54.46846,10.39892
298,2023-04-24 23:58:48,54.46819,10.40311
298,2023-04-25 00:03:38,54.46761,10.40474
298,2023-04-25 00:08:41,54.46732,10.40639
298,2023-04-25 00:13:41,54.46722,10.40787
298,2023-04-25 00:18:43,54.46679,10.41021
298,2023-04-25 00:23:46,54.46685,10.41137
298,2023-04-25 00:33:48,54.46638,10.4147
298,2023-04-25 00:48:48,54.46543,10.42025
298,2023-04-25 00:58:48,54.46507,10.42349
298,2023-04-25 01:08:45,54.46442,10.42605
298,2023-04-25 01:28:50,54.46249,10.43094
298,2023-04-25 01:33:50,54.46207,10.43233
298,2023-04-25 01:45:53,54.46114,10.43602
298,2023-04-25 01:53:50,54.46045,10.4386
298,2023-04-25 02:03:49,54.45971,10.44188
298,2023-04-25 02:18:46,54.45855,10.4471
298,2023-04-25 02:23:47,54.45821,10.44894
298,2023-04-25 02:28:45,54.45778,10.45074
298,2023-04-25 02:38:47,54.45686,10.45416
298,2023-04-25 02:43:47,54.45644,10.45596
298,2023-04-25 02:49:56,54.45584,10.45802
298,2023-04-25 02:53:46,54.45557,10.45943
298,2023-04-25 02:58:44,54.45522,10.46102
298,2023-04-25 03:03:52,54.45473,10.46268
298,2023-04-25 03:08:47,54.45433,10.46448
298,2023-04-25 03:28:46,54.45272,10.47143
298,2023-04-25 03:33:48,54.45223,10.47304
298,2023-04-25 03:44:03,54.45125,10.47622
298,2023-04-25 03:53:52,54.45033,10.47922
298,2023-04-25 03:58:51,54.44982,10.48066
298,2023-04-25 04:14:05,54.4481,10.48491
298,2023-04-25 04:28:52,54.44677,10.48956
298,2023-04-25 04:33:51,54.4464,10.49113
298,2023-04-25 04:38:49,54.44596,10.49274
298,2023-04-25 05:08:41,54.4436,10.50078
298,2023-04-25 05:13:41,54.44324,10.50194
298,2023-04-25 05:18:38,54.44288,10.50321
298,2023-04-25 05:23:40,54.4425,10.50456
298,2023-04-25 05:28:41,54.44218,10.50574
298,2023-04-25 05:33:46,54.44184,10.50694
298,2023-04-25 05:38:39,54.44157,10.50821
298,2023-04-25 05:43:41,54.44135,10.50924
298,2023-04-25 05:48:48,54.44118,10.51027
298,2023-04-25 05:53:41,54.44099,10.51119
298,2023-04-25 06:00:52,54.44064,10.51284
298,2023-04-25 06:03:45,54.44053,10.51349
298,2023-04-25 06:08:44,54.44036,10.51465
298,2023-04-25 06:18:50,54.44004,10.51716
298,2023-04-25 06:28:50,54.43963,10.51969
298,2023-04-25 06:33:47,54.43934,10.52098
298,2023-04-25 06:39:01,54.43884,10.52205
298,2023-04-25 06:49:02,54.43838,10.52411
298,2023-04-25 06:54:00,54.43832,10.52516
298,2023-04-25 06:58:47,54.43863,10.52625
298,2023-04-25 07:06:54,54.43862,10.52836
298,2023-04-25 07:18:45,54.43843,10.5313
298,2023-04-25 07:23:46,54.43853,10.53256
298,2023-04-25 07:38:49,54.43818,10.53632
298,2023-04-25 07:43:45,54.43827,10.53752
298,2023-04-25 08:23:44,54.43777,10.54617
298,2023-04-25 08:33:58,54.43761,10.54795
298,2023-04-25 08:43:47,54.43776,10.54962
298,2023-04-25 08:48:46,54.43771,10.55042
298,2023-04-25 08:53:38,54.43764,10.55132
298,2023-04-25 09:22:17,54.43658,10.5573
298,2023-04-25 09:28:33,54.4367,10.5582
298,2023-04-25 09:33:30,54.43624,10.55908
298,2023-04-25 09:53:28,54.43666,10.56256
298,2023-04-25 10:08:27,54.43687,10.56509
298,2023-04-25 10:13:25,54.4369,10.56602
298,2023-04-25 10:18:22,54.43697,10.567
298,2023-04-25 10:28:28,54.43724,10.5685
298,2023-04-25 10:38:38,54.43752,10.56973
298,2023-04-25 10:43:18,54.43773,10.57044
298,2023-04-25 10:48:21,54.4378,10.57093
298,2023-04-25 10:53:17,54.43791,10.57168
298,2023-04-25 10:58:17,54.43805,10.57237
298,2023-04-25 11:03:15,54.43818,10.5729
298,2023-04-25 11:18:12,54.43851,10.57511
298,2023-04-25 11:28:16,54.43869,10.5764
298,2023-04-25 11:38:19,54.43864,10.57805
298,2023-04-25 12:03:19,54.43861,10.58185
298,2023-04-25 12:08:12,54.43871,10.58262
298,2023-04-25 12:18:14,54.43863,10.5844
298,2023-04-25 12:24:20,54.43851,10.5858
298,2023-04-25 12:48:11,54.43794,10.59009
298,2023-04-25 12:58:13,54.43764,10.59219
298,2023-04-25 13:13:12,54.43768,10.59556
298,2023-04-25 13:18:14,54.43752,10.59649
298,2023-04-25 13:28:12,54.43716,10.59855
298,2023-04-25 13:43:14,54.43678,10.60168
298,2023-04-25 13:53:14,54.43659,10.60352
298,2023-04-25 13:58:19,54.43641,10.6043
298,2023-04-25 14:03:14,54.43642,10.60507
298,2023-04-25 14:08:17,54.43624,10.60575
298,2023-04-25 14:18:12,54.43617,10.60734
298,2023-04-25 14:33:08,54.43602,10.6096
298,2023-04-25 14:38:13,54.43608,10.6103
298,2023-04-25 14:48:06,54.43603,10.61181
298,2023-04-25 14:53:13,54.43607,10.61245
298,2023-04-25 14:58:10,54.43575,10.61322
298,2023-04-25 15:03:07,54.43568,10.61387
298,2023-04-25 15:08:05,54.43562,10.6146
298,2023-04-25 15:13:06,54.43556,10.61537
298,2023-04-25 15:18:04,54.43574,10.61601
298,2023-04-25 15:23:05,54.43566,10.61674
298,2023-04-25 15:38:06,54.43539,10.61923
298,2023-04-25 15:43:11,54.43511,10.61998
298,2023-04-25 15:48:07,54.43481,10.62054
298,2023-04-25 15:53:05,54.43466,10.62142
298,2023-04-25 16:03:20,54.43427,10.62284
298,2023-04-25 16:18:13,54.43392,10.62496
298,2023-04-25 16:48:13,54.43377,10.63011
298,2023-04-25 16:58:12,54.43379,10.63178
298,2023-04-25 17:08:11,54.43385,10.63348
298,2023-04-25 17:13:09,54.43386,10.63429
298,2023-04-25 17:18:12,54.4338,10.63507
298,2023-04-25 17:23:12,54.43385,10.63577
298,2023-04-25 17:28:13,54.43383,10.63644
298,2023-04-25 17:33:14,54.43378,10.63723
298,2023-04-25 17:53:16,54.43373,10.64037
298,2023-04-25 17:58:26,54.43409,10.64129
298,2023-04-25 18:03:22,54.43402,10.64223
298,2023-04-25 18:13:48,54.43392,10.64406
298,2023-04-25 18:18:18,54.43411,10.64472
298,2023-04-25 18:28:24,54.43402,10.64612
298,2023-04-25 18:33:21,54.43399,10.64668
298,2023-04-25 18:43:17,54.43405,10.64794
298,2023-04-25 18:55:36,54.43398,10.6494
298,2023-04-25 19:03:20,54.43382,10.64979
298,2023-04-25 19:08:23,54.43395,10.65052
298,2023-04-25 19:18:25,54.43382,10.65174
298,2023-04-25 19:23:25,54.43392,10.65236
298,2023-04-25 19:28:27,54.43401,10.65311
298,2023-04-25 19:48:30,54.43414,10.65502
298,2023-04-25 19:53:32,54.43415,10.65536
298,2023-04-25 20:10:57,54.43426,10.65676
298,2023-04-25 20:13:30,54.43427,10.65695
298,2023-04-25 20:18:29,54.43434,10.65732
298,2023-04-25 20:23:41,54.43433,10.65773
298,2023-04-25 20:38:34,54.43438,10.65863
298,2023-04-25 20:43:36,54.43438,10.65903
298,2023-04-25 20:48:36,54.43437,10.65938
298,2023-04-25 20:53:36,54.43435,10.65979
298,2023-04-25 20:58:47,54.43436,10.66024
298,2023-04-25 21:19:50,54.43448,10.66219
298,2023-04-25 21:38:53,54.43426,10.66436
298,2023-04-25 21:48:49,54.4342,10.66496
298,2023-04-25 21:58:58,54.43421,10.66597
298,2023-04-25 22:08:50,54.43391,10.66663
298,2023-04-25 22:13:58,54.43419,10.66753
298,2023-04-25 22:23:57,54.43411,10.66848
298,2023-04-25 22:43:52,54.43402,10.6703
298,2023-04-25 22:53:53,54.43426,10.67062
298,2023-04-25 23:14:14,54.43391,10.67174
298,2023-04-25 23:19:08,54.43379,10.67225
298,2023-04-25 23:26:52,54.43351,10.6726
298,2023-04-25 23:34:08,54.43352,10.67307
298,2023-04-25 23:39:10,54.43343,10.67348
298,2023-04-25 23:49:15,54.43328,10.67393
298,2023-04-25 23:54:24,54.43365,10.6741
298,2023-04-26 00:09:31,54.43317,10.67483
298,2023-04-26 00:39:16,54.43203,10.67588
298,2023-04-26 01:19:24,54.43183,10.67768
298,2023-04-26 01:24:24,54.43196,10.67805
298,2023-04-26 01:29:27,54.43212,10.67835
298,2023-04-26 01:39:25,54.43232,10.67888
298,2023-04-26 01:44:30,54.43254,10.67923
298,2023-04-26 01:49:27,54.43264,10.67942
298,2023-04-26 01:59:34,54.43282,10.67976
298,2023-04-26 02:04:27,54.43294,10.68002
298,2023-04-26 02:09:28,54.43276,10.68019
298,2023-04-26 02:19:36,54.43294,10.68081
298,2023-04-26 02:24:29,54.43294,10.68103
298,2023-04-26 02:39:32,54.43259,10.68156
298,2023-04-26 02:44:31,54.43253,10.68182
298,2023-04-26 02:49:38,54.43247,10.68219
298,2023-04-26 02:59:32,54.43228,10.6827
298,2023-04-26 03:04:29,54.43208,10.68311
298,2023-04-26 03:09:31,54.43188,10.68339
298,2023-04-26 03:19:35,54.43162,10.68416
298,2023-04-26 03:24:34,54.43162,10.68485
298,2023-04-26 03:29:30,54.43158,10.68549
298,2023-04-26 03:34:37,54.43137,10.68592
298,2023-04-26 03:59:47,54.43002,10.68747
298,2023-04-26 04:29:33,54.42956,10.68987
298,2023-04-26 04:39:37,54.42948,10.69073
298,2023-04-26 04:59:28,54.42916,10.69234
298,2023-04-26 05:04:37,54.42903,10.69272
298,2023-04-26 05:19:48,54.42871,10.69382
298,2023-04-26 05:24:36,54.42859,10.69407
298,2023-04-26 05:39:34,54.4283,10.69581
298,2023-04-26 05:59:31,54.42748,10.69774
298,2023-04-26 06:04:35,54.42747,10.69822
298,2023-04-26 06:14:32,54.42707,10.69916
298,2023-04-26 07:05:29,54.42522,10.70287
298,2023-04-26 07:19:41,54.42445,10.70375
298,2023-04-26 07:24:24,54.42423,10.70407
298,2023-04-26 07:34:22,54.42376,10.70513
298,2023-04-26 07:39:21,54.42353,10.70568
298,2023-04-26 07:54:21,54.42288,10.70714
298,2023-04-26 07:59:27,54.42273,10.70783
298,2023-04-26 08:09:17,54.42215,10.70843
298,2023-04-26 08:14:18,54.42196,10.7089
298,2023-04-26 08:19:19,54.42168,10.7091
298,2023-04-26 08:24:18,54.42153,10.70944
298,2023-04-26 08:39:21,54.42113,10.71049
298,2023-04-26 08:44:28,54.4211,10.71073
298,2023-04-26 08:59:27,54.42022,10.71214
298,2023-04-26 09:09:17,54.41936,10.71371
298,2023-04-26 09:19:30,54.41885,10.71476
298,2023-04-26 09:34:20,54.41769,10.71615
298,2023-04-26 09:39:28,54.41756,10.71669
298,2023-04-26 09:44:15,54.41725,10.71751
298,2023-04-26 10:04:23,54.417,10.7192
298,2023-04-26 10:14:19,54.41643,10.72002
298,2023-04-26 10:19:32,54.41638,10.7204
298,2023-04-26 10:24:21,54.41616,10.72062
298,2023-04-26 10:34:18,54.41581,10.72178
298,2023-04-26 10:39:24,54.41564,10.72182
298,2023-04-26 10:44:23,54.41547,10.72257
298,2023-04-26 10:49:17,54.41524,10.72304
298,2023-04-26 11:19:15,54.41381,10.72607
298,2023-04-26 11:34:17,54.41251,10.72824
298,2023-04-26 11:39:16,54.41231,10.72873
298,2023-04-26 11:59:17,54.41101,10.73079
298,2023-04-26 12:29:14,54.40871,10.73369
298,2023-04-26 12:39:20,54.40815,10.73467
298,2023-04-26 12:49:21,54.40757,10.73581
298,2023-04-26 12:59:20,54.40709,10.73688
298,2023-04-26 13:14:13,54.40639,10.73871
298,2023-04-26 13:24:54,54.40554,10.74002
298,2023-04-26 13:29:10,54.40541,10.74072
298,2023-04-26 13:44:13,54.40449,10.7425
298,2023-04-26 13:54:19,54.40353,10.74358
298,2023-04-26 13:59:15,54.40313,10.74413
298,2023-04-26 14:04:13,54.40276,10.74463
298,2023-04-26 14:09:15,54.40236,10.74508
298,2023-04-26 14:19:13,54.40167,10.74617
298,2023-04-26 14:34:13,54.40011,10.74783
298,2023-04-26 14:49:11,54.39873,10.74959
298,2023-04-26 14:59:12,54.39741,10.75083
298,2023-04-26 15:14:17,54.39614,10.75233
298,2023-04-26 15:19:15,54.3956,10.75313
298,2023-04-26 15:24:09,54.3949,10.75373
298,2023-04-26 15:44:04,54.39254,10.75585
298,2023-04-26 15:49:14,54.39207,10.7562
298,2023-04-26 15:54:11,54.39151,10.75652
298,2023-04-26 15:59:12,54.39109,10.75692
298,2023-04-26 16:09:17,54.38971,10.75815
298,2023-04-26 16:14:36,54.38911,10.75866
298,2023-04-26 16:19:19,54.38872,10.75875
298,2023-04-26 16:44:15,54.38614,10.76006
298,2023-04-26 16:49:18,54.38561,10.76034
298,2023-04-26 16:59:19,54.38457,10.76098
298,2023-04-26 17:14:22,54.3829,10.76201
298,2023-04-26 17:29:21,54.38028,10.76392
298,2023-04-26 17:34:28,54.37992,10.76411
298,2023-04-26 17:39:20,54.37992,10.76394
298,2023-04-26 17:47:56,54.37903,10.76424
298,2023-04-26 17:59:29,54.37751,10.76448
298,2023-04-26 18:04:22,54.37695,10.76456
298,2023-04-26 18:09:25,54.37639,10.76471
298,2023-04-26 18:34:29,54.3735,10.7654
298,2023-04-26 18:44:24,54.37228,10.76568
298,2023-04-26 18:59:28,54.37045,10.76542
298,2023-04-26 19:04:31,54.3699,10.76549
298,2023-04-26 19:09:30,54.36931,10.76536
298,2023-04-26 19:19:38,54.36829,10.76594
298,2023-04-26 19:44:30,54.36578,10.76607
298,2023-04-26 19:49:39,54.36517,10.76604
298,2023-04-26 19:59:38,54.36396,10.76602
298,2023-04-26 20:04:33,54.36333,10.76594
298,2023-04-26 20:14:41,54.36216,10.76583
298,2023-04-26 20:24:28,54.36155,10.7645
298,2023-04-26 20:29:31,54.36098,10.76456
298,2023-04-26 20:34:26,54.36059,10.76437
298,2023-04-26 20:39:29,54.35987,10.76452
298,2023-04-26 20:44:30,54.35934,10.76458
298,2023-04-26 21:04:23,54.35661,10.76482
298,2023-04-26 21:09:32,54.3563,10.76488
298,2023-04-26 21:25:47,54.35379,10.76469
298,2023-04-26 21:29:28,54.35339,10.76446
298,2023-04-26 21:34:30,54.35286,10.76418
298,2023-04-26 21:39:30,54.35242,10.7639
298,2023-04-26 21:49:35,54.35135,10.76345
298,2023-04-26 22:07:51,54.34934,10.76257
298,2023-04-26 22:09:38,54.34911,10.76252
298,2023-04-26 22:29:36,54.34713,10.76154
298,2023-04-26 22:34:41,54.34666,10.7613
298,2023-04-26 22:39:34,54.34624,10.76096
298,2023-04-26 22:44:48,54.34587,10.76049
298,2023-04-26 22:49:56,54.34539,10.76023
298,2023-04-26 23:04:56,54.34407,10.7595
298,2023-04-26 23:11:40,54.34346,10.75924
298,2023-04-26 23:14:57,54.34324,10.75907
298,2023-04-26 23:34:49,54.34155,10.75836
298,2023-04-26 23:44:41,54.34074,10.75802
298,2023-04-26 23:54:39,54.34024,10.75716
298,2023-04-26 23:59:46,54.33985,10.75688
298,2023-04-27 00:04:55,54.33914,10.7568
298,2023-04-27 00:28:21,54.33643,10.75529
298,2023-04-27 00:33:16,54.33634,10.75506
298,2023-04-27 00:34:37,54.33651,10.75504
298,2023-04-27 00:39:43,54.33661,10.75497
298,2023-04-27 00:44:43,54.33627,10.75456
298,2023-04-27 00:49:48,54.33589,10.75424
298,2023-04-27 00:59:45,54.33521,10.75366
298,2023-04-27 01:14:47,54.33431,10.75298
298,2023-04-27 01:19:55,54.33406,10.75274
298,2023-04-27 01:24:48,54.3338,10.75246
298,2023-04-27 01:36:18,54.33315,10.75225
298,2023-04-27 01:49:48,54.3326,10.75162
298,2023-04-27 02:24:44,54.3326,10.75237
298,2023-04-27 02:36:52,54.33286,10.75302
298,2023-04-27 02:39:51,54.33286,10.75313
298,2023-04-27 02:44:44,54.33296,10.75332
298,2023-04-27 02:49:46,54.33303,10.75364
298,2023-04-27 02:59:44,54.33321,10.75411
298,2023-04-27 03:14:51,54.33337,10.75471
298,2023-04-27 03:24:53,54.33342,10.75521
298,2023-04-27 03:29:53,54.33347,10.75553
298,2023-04-27 03:43:08,54.33303,10.75583
298,2023-04-27 03:53:39,54.33303,10.75628
298,2023-04-27 03:58:42,54.33364,10.75703
298,2023-04-27 03:59:56,54.33369,10.75714
298,2023-04-27 04:04:59,54.33368,10.75731
298,2023-04-27 04:09:55,54.33366,10.7575
298,2023-04-27 04:20:00,54.33354,10.75765
298,2023-04-27 04:29:56,54.3335,10.75791
298,2023-04-27 04:34:54,54.33344,10.75808
298,2023-04-27 04:40:03,54.3334,10.75823
298,2023-04-27 04:49:58,54.33327,10.75853
298,2023-04-27 04:54:59,54.33324,10.75875
298,2023-04-27 05:04:54,54.33313,10.75916
298,2023-04-27 05:09:58,54.33292,10.75913
298,2023-04-27 05:14:53,54.33283,10.75928
298,2023-04-27 05:19:54,54.33268,10.75931
298,2023-04-27 05:24:53,54.33263,10.75939
298,2023-04-27 05:29:51,54.33254,10.75941
298,2023-04-27 05:34:52,54.33239,10.75948
298,2023-04-27 05:39:58,54.33237,10.75961
298,2023-04-27 05:49:58,54.332,10.75995
298,2023-04-27 05:54:51,54.33193,10.75997
298,2023-04-27 05:59:51,54.33181,10.76001
298,2023-04-27 06:04:48,54.33163,10.76001
298,2023-04-27 06:09:47,54.33148,10.76001
298,2023-04-27 06:14:48,54.33133,10.76004
298,2023-04-27 06:24:49,54.33103,10.76012
298,2023-04-27 06:34:56,54.3307,10.76014
298,2023-04-27 06:39:59,54.33051,10.76023
298,2023-04-27 06:55:03,54.33033,10.76046
298,2023-04-27 07:00:04,54.33022,10.7604
298,2023-04-27 07:05:02,54.33009,10.76038
298,2023-04-27 07:15:10,54.32977,10.76029
298,2023-04-27 07:20:05,54.32961,10.76027
298,2023-04-27 07:25:00,54.32941,10.76025
298,2023-04-27 07:35:04,54.32903,10.76027
298,2023-04-27 07:40:03,54.32885,10.76027
298,2023-04-27 07:45:02,54.32864,10.76029
298,2023-04-27 07:50:10,54.32845,10.76031
298,2023-04-27 08:00:11,54.328,10.76025
298,2023-04-27 08:04:51,54.32783,10.76025
298,2023-04-27 08:09:57,54.32764,10.76023
298,2023-04-27 08:14:53,54.32742,10.76025
298,2023-04-27 08:19:57,54.32723,10.76034
298,2023-04-27 08:25:10,54.32703,10.76042
298,2023-04-27 08:29:59,54.32685,10.76042
298,2023-04-27 08:34:59,54.32666,10.76051
298,2023-04-27 08:40:07,54.32647,10.76057
298,2023-04-27 09:12:36,54.32519,10.76152
298,2023-04-27 09:23:43,54.32495,10.76154
298,2023-04-27 09:28:48,54.32481,10.76162
298,2023-04-27 09:34:59,54.3247,10.76186
298,2023-04-27 09:39:56,54.32462,10.7621
298,2023-04-27 09:49:54,54.32442,10.76265
298,2023-04-27 09:54:54,54.32433,10.76291
298,2023-04-27 09:59:58,54.3242,10.76319
298,2023-04-27 10:04:54,54.32409,10.76353
298,2023-04-27 10:16:24,54.32392,10.76437
298,2023-04-27 10:35:01,54.32355,10.76574
298,2023-04-27 10:40:07,54.32344,10.76611
298,2023-04-27 10:55:03,54.32315,10.76746
298,2023-04-27 11:00:06,54.32307,10.76793
298,2023-04-27 11:09:58,54.32296,10.76905
298,2023-04-27 11:19:57,54.3229,10.77023
298,2023-04-27 11:25:01,54.32291,10.77083
298,2023-04-27 11:34:55,54.32293,10.77207
298,2023-04-27 11:39:52,54.32299,10.7727
298,2023-04-27 11:44:52,54.32302,10.77332
298,2023-04-27 11:49:49,54.32307,10.77398
298,2023-04-27 11:59:51,54.32314,10.77527
298,2023-04-27 12:04:49,54.32321,10.77589
298,2023-04-27 12:14:45,54.32328,10.77705
298,2023-04-27 12:24:46,54.32343,10.77836
298,2023-04-27 12:34:48,54.32346,10.77965
298,2023-04-27 12:45:01,54.32398,10.78177
298,2023-04-27 12:54:46,54.32422,10.78342
298,2023-04-27 12:59:56,54.32443,10.78439
298,2023-04-27 13:04:43,54.32426,10.78499
298,2023-04-27 13:09:46,54.32438,10.78596
298,2023-04-27 13:14:40,54.32447,10.78686
298,2023-04-27 13:19:40,54.32452,10.78772
298,2023-04-27 13:30:54,54.32475,10.78997
298,2023-04-27 13:34:39,54.32482,10.79072
298,2023-04-27 13:49:38,54.32512,10.79302
298,2023-04-27 13:54:37,54.3253,10.79381
298,2023-04-27 14:04:41,54.32553,10.79535
298,2023-04-27 14:09:36,54.32571,10.79621
298,2023-04-27 14:24:42,54.32617,10.79881
298,2023-04-27 14:31:22,54.32651,10.79997
298,2023-04-27 14:34:39,54.3266,10.80048
298,2023-04-27 14:44:36,54.32708,10.80233
298,2023-04-27 14:54:40,54.32761,10.80426
298,2023-04-27 15:04:41,54.32816,10.80617
298,2023-04-27 15:14:38,54.32891,10.80795
298,2023-04-27 15:19:40,54.32925,10.80894
298,2023-04-27 15:24:41,54.3296,10.80984
298,2023-04-27 15:30:55,54.33004,10.81083
298,2023-04-27 15:34:42,54.33027,10.81147
298,2023-04-27 15:44:39,54.33096,10.81321
298,2023-04-27 15:59:51,54.33181,10.8154
298,2023-04-27 16:04:43,54.33208,10.81591
298,2023-04-27 16:14:43,54.33258,10.81726
298,2023-04-27 16:19:42,54.33291,10.8178
298,2023-04-27 16:31:23,54.33366,10.81947
298,2023-04-27 16:39:44,54.33414,10.82059
298,2023-04-27 16:49:44,54.3347,10.82226
298,2023-04-27 16:54:43,54.33502,10.82291
298,2023-04-27 16:59:42,54.33532,10.82361
298,2023-04-27 17:04:44,54.3357,10.82432
298,2023-04-27 17:09:49,54.336,10.82503
298,2023-04-27 17:19:43,54.33615,10.82617
298,2023-04-27 17:30:53,54.33688,10.82748
298,2023-04-27 17:34:46,54.33708,10.82788
298,2023-04-27 17:39:45,54.33748,10.82853
298,2023-04-27 17:44:50,54.33795,10.82922
298,2023-04-27 17:49:56,54.3384,10.82997
298,2023-04-27 17:55:52,54.33887,10.83072
298,2023-04-27 17:59:48,54.3392,10.83127
298,2023-04-27 18:06:20,54.33953,10.83166
298,2023-04-27 18:14:48,54.34029,10.8328
298,2023-04-27 18:19:46,54.34064,10.83357
298,2023-04-27 18:24:48,54.34098,10.83424
298,2023-04-27 18:44:50,54.34253,10.837
298,2023-04-27 18:49:41,54.34283,10.83769
298,2023-04-27 18:54:41,54.34348,10.83861
298,2023-04-27 18:59:42,54.34357,10.839
298,2023-04-27 19:04:39,54.34399,10.83969
298,2023-04-27 19:09:40,54.34464,10.84061
298,2023-04-27 19:14:38,54.34475,10.84097
298,2023-04-27 19:24:37,54.34572,10.84237
298,2023-04-27 19:29:36,54.34604,10.8428
298,2023-04-27 19:35:47,54.34664,10.84378
298,2023-04-27 19:39:34,54.34692,10.84424
298,2023-04-27 19:44:35,54.34725,10.84494
298,2023-04-27 19:49:33,54.34762,10.84557
298,2023-04-27 19:54:34,54.34797,10.84612
298,2023-04-27 20:04:39,54.3486,10.84745
298,2023-04-27 20:09:31,54.34897,10.8481
298,2023-04-27 20:14:32,54.3493,10.84872
298,2023-04-27 20:19:33,54.34968,10.84932
298,2023-04-27 20:24:30,54.35009,10.84984
298,2023-04-27 20:29:29,54.35048,10.85037
298,2023-04-27 20:34:50,54.35086,10.85087
298,2023-04-27 20:44:35,54.35146,10.85185
298,2023-04-27 20:49:33,54.35182,10.85233
298,2023-04-27 20:54:27,54.35219,10.85282
